LoanID,CustomerID,CIBIL_Score,Annual_Income_INR,Employment_Type,Vehicle_Model,Loan_Amount_INR,Interest_Rate_Pct,Tenure_Months,Monthly_EMI_INR,FOIR_Pct,NPA_Probability,Risk_Category
900750,100750,666,3637865,Salaried,Honda City (Premium Sedan),1247678,11.49,72,24062,0.079,0.1261,Low Risk (Safe)
900751,100751,688,2042832,Salaried,Tata Nexon EV (Electric SUV),1455950,11.98,36,48344,0.284,0.2182,Low Risk (Safe)
900752,100752,669,3800000,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),927268,12.14,72,18195,0.057,0.2137,Low Risk (Safe)
900753,100753,686,986435,Salaried,Kia Seltos (Mid-Size SUV),1533206,12.12,60,34198,0.416,0.2852,Low Risk (Safe)
900754,100754,777,2176766,Salaried,Tata Nexon EV (Electric SUV),1385867,10.01,72,25681,0.142,0.1054,Low Risk (Safe)
900755,100755,687,1100399,Self-Employed Professional,Tata Nexon EV (Electric SUV),1299748,12.22,48,34367,0.375,0.3642,Low Risk (Safe)
900756,100756,848,2676438,Self-Employed Professional,Tata Nexon EV (Electric SUV),1405106,8.66,60,28936,0.13,0.1659,Low Risk (Safe)
900757,100757,752,3568971,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1497504,9.81,48,37844,0.127,0.2096,Low Risk (Safe)
900758,100758,738,1738583,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1596211,10.47,60,34285,0.237,0.2712,Low Risk (Safe)
900759,100759,691,523180,Self-Employed Professional,Tata Nexon EV (Electric SUV),1480221,12.43,36,49469,1.135,0.7423,High Risk (Intervene)
900760,100760,761,2444671,Salaried,Hyundai Venue (Compact SUV),971034,10.46,48,24842,0.122,0.1029,Low Risk (Safe)
900761,100761,704,2786247,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1274917,11.87,36,42266,0.182,0.2597,Low Risk (Safe)
900762,100762,735,2736970,Salaried,Mahindra XUV700 (Premium SUV),2056483,9.73,48,51891,0.228,0.1681,Low Risk (Safe)
900763,100763,845,3800000,Salaried,Maruti Suzuki Swift (Hatchback),637545,8.85,48,15819,0.05,0.0274,Low Risk (Safe)
900764,100764,725,1215809,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1625434,10.21,60,34703,0.343,0.3303,Low Risk (Safe)
900765,100765,781,3185496,Salaried,Tata Nexon EV (Electric SUV),1541057,8.68,36,48776,0.184,0.1245,Low Risk (Safe)
900766,100766,698,3800000,Salaried,Hyundai Venue (Compact SUV),837134,12.47,60,18821,0.059,0.101,Low Risk (Safe)
900767,100767,728,823877,Salaried,Maruti Suzuki Swift (Hatchback),685596,10.43,48,17530,0.255,0.1849,Low Risk (Safe)
900768,100768,809,2612474,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),568154,8.59,84,9023,0.041,0.1398,Low Risk (Safe)
900769,100769,701,1660619,Salaried,Honda City (Premium Sedan),1235150,11.7,84,21606,0.156,0.1481,Low Risk (Safe)
900770,100770,811,2095206,Self-Employed Professional,Hyundai Venue (Compact SUV),944305,9.03,48,23512,0.135,0.1859,Low Risk (Safe)
900771,100771,761,2653054,Salaried,Maruti Suzuki Swift (Hatchback),584715,9.8,60,12366,0.056,0.0699,Low Risk (Safe)
900772,100772,704,1676173,Self-Employed Professional,Tata Nexon EV (Electric SUV),1483783,12.44,36,49595,0.355,0.3462,Low Risk (Safe)
900773,100773,758,1511118,Self-Employed Professional,Hyundai Venue (Compact SUV),826838,10.41,84,13902,0.11,0.1983,Low Risk (Safe)
900774,100774,773,2232837,Salaried,Maruti Suzuki Swift (Hatchback),587789,10.4,60,12604,0.068,0.0702,Low Risk (Safe)
900775,100775,757,1205029,Salaried,Hyundai Venue (Compact SUV),952775,10.48,36,30958,0.308,0.1978,Low Risk (Safe)
900776,100776,659,1205971,Salaried,Tata Nexon EV (Electric SUV),1473247,11.82,60,32637,0.325,0.2524,Low Risk (Safe)
900777,100777,697,3184020,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),2146655,11.04,36,70319,0.265,0.3045,Low Risk (Safe)
900778,100778,718,1164920,Self-Employed Professional,Hyundai Venue (Compact SUV),980209,12.15,60,21878,0.225,0.2746,Low Risk (Safe)
900779,100779,726,3161230,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1459187,9.91,60,30938,0.117,0.2169,Low Risk (Safe)
900780,100780,757,2826147,Salaried,Honda City (Premium Sedan),1243302,10.49,60,26717,0.113,0.1003,Low Risk (Safe)
900781,100781,737,848144,Self-Employed Professional,Hyundai Venue (Compact SUV),825282,9.97,60,17522,0.248,0.2772,Low Risk (Safe)
900782,100782,669,1509576,Self-Employed Professional,Hyundai Venue (Compact SUV),851435,11.32,48,22138,0.176,0.2732,Low Risk (Safe)
900783,100783,747,3800000,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),642683,10.03,48,16309,0.052,0.1745,Low Risk (Safe)
900784,100784,757,1277427,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1460292,9.82,48,36910,0.347,0.3173,Low Risk (Safe)
900785,100785,755,1697348,Salaried,Kia Seltos (Mid-Size SUV),1458606,9.58,72,26713,0.189,0.1392,Low Risk (Safe)
900786,100786,778,2825323,Salaried,Maruti Suzuki Swift (Hatchback),672101,10.4,48,17175,0.073,0.0704,Low Risk (Safe)
900787,100787,767,3371488,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2477680,10.3,60,53009,0.189,0.2336,Low Risk (Safe)
900788,100788,750,1908166,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),573626,9.64,60,12086,0.076,0.1851,Low Risk (Safe)
900789,100789,726,1577527,Salaried,Tata Nexon EV (Electric SUV),1300865,10.28,48,33168,0.252,0.1844,Low Risk (Safe)
900790,100790,655,3800000,Salaried,Kia Seltos (Mid-Size SUV),1606499,11.37,60,35226,0.111,0.1473,Low Risk (Safe)
900791,100791,749,3800000,Salaried,Hyundai Venue (Compact SUV),984480,9.91,60,20873,0.066,0.0805,Low Risk (Safe)
900792,100792,739,3754148,Salaried,Mahindra XUV700 (Premium SUV),2136590,9.75,60,45133,0.144,0.1242,Low Risk (Safe)
900793,100793,742,2296564,Salaried,Maruti Suzuki Swift (Hatchback),580133,10.36,60,12429,0.065,0.0833,Low Risk (Safe)
900794,100794,672,1404867,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2749329,11.28,60,60161,0.514,0.4408,Low Risk (Safe)
900795,100795,681,1387835,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),593911,11.27,60,12993,0.112,0.2355,Low Risk (Safe)
900796,100796,777,2920842,Salaried,Kia Seltos (Mid-Size SUV),1316622,10.11,60,28045,0.115,0.0919,Low Risk (Safe)
900797,100797,728,2758283,Salaried,Maruti Suzuki Swift (Hatchback),712113,9.59,60,14987,0.065,0.0899,Low Risk (Safe)
900798,100798,760,3800000,Salaried,Kia Seltos (Mid-Size SUV),1410875,9.97,36,45505,0.144,0.1144,Low Risk (Safe)
900799,100799,731,3133770,Salaried,Hyundai Venue (Compact SUV),971964,9.69,60,20503,0.079,0.0955,Low Risk (Safe)
900800,100800,731,958673,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2277475,9.71,36,73178,0.916,0.614,Medium Risk (Monitor)
900801,100801,772,3800000,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),952650,10.16,48,24234,0.077,0.1752,Low Risk (Safe)
900802,100802,706,1265612,Salaried,Honda City (Premium Sedan),1396210,12.2,60,31199,0.296,0.2158,Low Risk (Safe)
900803,100803,734,1774121,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),610527,9.9,72,11279,0.076,0.1926,Low Risk (Safe)
900804,100804,709,2514564,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),663038,12.27,72,13055,0.062,0.1974,Low Risk (Safe)
900805,100805,710,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1299508,12.14,36,43249,0.137,0.2344,Low Risk (Safe)
900806,100806,716,3800000,Salaried,Maruti Suzuki Swift (Hatchback),656219,11.45,60,14415,0.046,0.0861,Low Risk (Safe)
900807,100807,739,3059303,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),612967,10.25,60,13099,0.051,0.1777,Low Risk (Safe)
900808,100808,708,1981256,Salaried,Honda City (Premium Sedan),1188362,11.28,48,30875,0.187,0.1603,Low Risk (Safe)
900809,100809,786,2940170,Salaried,Honda City (Premium Sedan),1218954,9.16,72,22069,0.09,0.0751,Low Risk (Safe)
900810,100810,689,3570479,Salaried,Hyundai Venue (Compact SUV),864345,12.08,72,16934,0.057,0.1043,Low Risk (Safe)
900811,100811,721,1836978,Salaried,Honda City (Premium Sedan),1395574,9.64,84,22909,0.15,0.1357,Low Risk (Safe)
900812,100812,710,3800000,Salaried,Tata Nexon EV (Electric SUV),1368571,12.23,36,45606,0.144,0.1379,Low Risk (Safe)
900813,100813,795,2486878,Salaried,Hyundai Venue (Compact SUV),878961,8.73,48,21760,0.105,0.0784,Low Risk (Safe)
900814,100814,738,2881318,Salaried,Toyota Innova Hycross (Hybrid MPV),2435076,10.01,72,45124,0.188,0.1467,Low Risk (Safe)
900815,100815,776,3160555,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1872446,10.43,60,40181,0.153,0.2113,Low Risk (Safe)
900816,100816,663,2763124,Self-Employed Non-Professional,Honda City (Premium Sedan),1348325,12.2,72,26500,0.115,0.2455,Low Risk (Safe)
900817,100817,742,3476085,Salaried,Hyundai Venue (Compact SUV),1038668,9.63,36,33334,0.115,0.1083,Low Risk (Safe)
900818,100818,770,1560490,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2429059,9.67,60,51216,0.394,0.3346,Low Risk (Safe)
900819,100819,733,1611915,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),691655,9.86,60,14648,0.109,0.2096,Low Risk (Safe)
900820,100820,777,1196504,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),647379,9.79,36,20825,0.209,0.2389,Low Risk (Safe)
900821,100821,706,2790484,Salaried,Maruti Suzuki Swift (Hatchback),586085,11.89,60,13004,0.056,0.0958,Low Risk (Safe)
900822,100822,793,3363239,Self-Employed Professional,Honda City (Premium Sedan),1332186,9.13,60,27738,0.099,0.1763,Low Risk (Safe)
900823,100823,833,2818668,Self-Employed Non-Professional,Kia Seltos (Mid-Size SUV),1492202,8.78,48,36977,0.157,0.1865,Low Risk (Safe)
900824,100824,713,3800000,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1540212,12.38,48,40847,0.129,0.229,Low Risk (Safe)
900825,100825,709,2184553,Salaried,Tata Nexon EV (Electric SUV),1531096,11.4,60,33595,0.185,0.1589,Low Risk (Safe)
900826,100826,795,3165456,Salaried,Hyundai Venue (Compact SUV),921895,8.92,60,19101,0.072,0.0619,Low Risk (Safe)
900827,100827,801,1202080,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),697676,9.0,72,12575,0.126,0.1861,Low Risk (Safe)
900828,100828,706,1771071,Salaried,Hyundai Venue (Compact SUV),990147,11.7,60,21875,0.148,0.1418,Low Risk (Safe)
900829,100829,711,3212454,Salaried,Hyundai Venue (Compact SUV),932493,11.92,48,24519,0.092,0.1114,Low Risk (Safe)
900830,100830,717,3495567,Salaried,Kia Seltos (Mid-Size SUV),1523627,11.41,84,26417,0.091,0.1081,Low Risk (Safe)
900831,100831,669,1864154,Self-Employed Professional,Tata Nexon EV (Electric SUV),1344941,11.41,84,23319,0.15,0.2602,Low Risk (Safe)
900832,100832,688,2106672,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),710039,11.17,36,23302,0.133,0.2427,Low Risk (Safe)
900833,100833,684,950904,Salaried,Maruti Suzuki Swift (Hatchback),662602,11.17,72,12669,0.16,0.1581,Low Risk (Safe)
900834,100834,695,1800606,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),569077,11.52,48,14852,0.099,0.2224,Low Risk (Safe)
900835,100835,728,3575840,Salaried,Tata Nexon EV (Electric SUV),1345285,9.94,36,43370,0.146,0.1304,Low Risk (Safe)
900836,100836,740,3006727,Self-Employed Professional,Honda City (Premium Sedan),1311994,10.26,48,33439,0.133,0.2183,Low Risk (Safe)
900837,100837,799,2885954,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1750913,8.84,48,43438,0.181,0.2145,Low Risk (Safe)
900838,100838,685,2252104,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1320859,12.28,72,26015,0.139,0.2471,Low Risk (Safe)
900839,100839,774,2199817,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1386007,10.07,72,25725,0.14,0.2058,Low Risk (Safe)
900840,100840,720,1523960,Salaried,Hyundai Venue (Compact SUV),898191,10.39,84,15092,0.119,0.1207,Low Risk (Safe)
900841,100841,727,3218273,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),628244,9.98,72,11632,0.043,0.1794,Low Risk (Safe)
900842,100842,760,2762191,Salaried,Kia Seltos (Mid-Size SUV),1404442,10.45,60,30152,0.131,0.1079,Low Risk (Safe)
900843,100843,679,2872261,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1370151,11.71,60,30277,0.126,0.2435,Low Risk (Safe)
900844,100844,747,1640777,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),665871,9.57,84,10906,0.08,0.1885,Low Risk (Safe)
900845,100845,737,670421,Self-Employed Professional,Tata Nexon EV (Electric SUV),1407308,10.39,72,26349,0.472,0.3892,Low Risk (Safe)
900846,100846,752,3800000,Salaried,Tata Nexon EV (Electric SUV),1303550,10.35,72,24380,0.077,0.0846,Low Risk (Safe)
900847,100847,743,1683927,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1872011,10.49,84,31553,0.225,0.2629,Low Risk (Safe)
900848,100848,840,1363374,Salaried,Honda City (Premium Sedan),1302542,8.88,48,32339,0.285,0.1472,Low Risk (Safe)
900849,100849,701,3208818,Salaried,Mahindra XUV700 (Premium SUV),1758225,11.64,72,34045,0.127,0.1336,Low Risk (Safe)
900850,100850,706,1766292,Self-Employed Professional,Tata Nexon EV (Electric SUV),1286159,11.73,72,24964,0.17,0.2528,Low Risk (Safe)
900851,100851,701,3800000,Salaried,Maruti Suzuki Swift (Hatchback),573486,11.21,84,9882,0.031,0.0856,Low Risk (Safe)
900852,100852,705,3076654,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),684347,12.01,48,18024,0.07,0.2032,Low Risk (Safe)
900853,100853,701,3191377,Salaried,Maruti Suzuki Swift (Hatchback),675361,11.89,60,14985,0.056,0.0981,Low Risk (Safe)
900854,100854,783,1033771,Salaried,Maruti Suzuki Swift (Hatchback),675496,8.59,60,13888,0.161,0.112,Low Risk (Safe)
900855,100855,793,3800000,Self-Employed Professional,Toyota Innova Hycross (Hybrid MPV),2590468,9.15,48,64648,0.204,0.2288,Low Risk (Safe)
900856,100856,704,2529893,Salaried,Toyota Innova Hycross (Hybrid MPV),2563243,11.12,60,55884,0.265,0.2012,Low Risk (Safe)
900857,100857,692,1788517,Salaried,Maruti Suzuki Swift (Hatchback),634048,11.59,48,16569,0.111,0.1299,Low Risk (Safe)
900858,100858,751,2371097,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1537297,10.06,60,32708,0.166,0.2296,Low Risk (Safe)
900859,100859,705,824943,Salaried,Maruti Suzuki Swift (Hatchback),568254,11.57,60,12517,0.182,0.1592,Low Risk (Safe)
900860,100860,758,2743538,Self-Employed Professional,Hyundai Venue (Compact SUV),961722,9.55,60,20221,0.088,0.1873,Low Risk (Safe)
900861,100861,739,1244003,Salaried,Maruti Suzuki Swift (Hatchback),679181,10.38,60,14557,0.14,0.1222,Low Risk (Safe)
900862,100862,661,1041352,Self-Employed Professional,Hyundai Venue (Compact SUV),935078,11.35,60,20494,0.236,0.3069,Low Risk (Safe)
900863,100863,799,948562,Self-Employed Professional,Hyundai Venue (Compact SUV),903652,9.17,48,22560,0.285,0.2665,Low Risk (Safe)
900864,100864,810,3800000,Self-Employed Professional,Tata Nexon EV (Electric SUV),1329050,9.07,48,33117,0.105,0.1713,Low Risk (Safe)
900865,100865,702,1550216,Salaried,Tata Nexon EV (Electric SUV),1449624,12.29,36,48349,0.374,0.2566,Low Risk (Safe)
900866,100866,712,3800000,Self-Employed Professional,Honda City (Premium Sedan),1332840,12.13,48,35183,0.111,0.2204,Low Risk (Safe)
900867,100867,742,1631987,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),693145,10.2,60,14795,0.109,0.2053,Low Risk (Safe)
900868,100868,745,856794,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),613850,9.6,72,11248,0.158,0.2284,Low Risk (Safe)
900869,100869,759,1185780,Salaried,Maruti Suzuki Swift (Hatchback),677965,10.41,48,17328,0.175,0.1303,Low Risk (Safe)
900870,100870,820,3800000,Self-Employed Non-Professional,Mahindra XUV700 (Premium SUV),1983223,9.1,48,49446,0.156,0.1921,Low Risk (Safe)
900871,100871,722,2011227,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),694925,9.7,72,12769,0.076,0.1982,Low Risk (Safe)
900872,100872,694,1620818,Salaried,Kia Seltos (Mid-Size SUV),1497234,12.48,60,33669,0.249,0.1979,Low Risk (Safe)
900873,100873,667,2392884,Salaried,Tata Nexon EV (Electric SUV),1408317,12.0,84,24860,0.125,0.1486,Low Risk (Safe)
900874,100874,697,2887727,Self-Employed Non-Professional,Tata Nexon EV (Electric SUV),1428199,12.02,72,27936,0.116,0.23,Low Risk (Safe)
900875,100875,728,3800000,Salaried,Mahindra XUV700 (Premium SUV),2069685,10.38,60,44362,0.14,0.1274,Low Risk (Safe)
900876,100876,810,3800000,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),707203,9.06,48,17618,0.056,0.1468,Low Risk (Safe)
900877,100877,706,1797895,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),573534,11.73,60,12679,0.085,0.2103,Low Risk (Safe)
900878,100878,740,1056713,Self-Employed Professional,Hyundai Venue (Compact SUV),836755,9.79,36,26917,0.306,0.3048,Low Risk (Safe)
900879,100879,729,1745574,Salaried,Mahindra XUV700 (Premium SUV),2156273,9.98,48,54667,0.376,0.2449,Low Risk (Safe)
900880,100880,783,2528544,Salaried,Maruti Suzuki Swift (Hatchback),641981,8.79,48,15911,0.076,0.0695,Low Risk (Safe)
900881,100881,843,1289715,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),654735,8.58,72,11665,0.109,0.1578,Low Risk (Safe)
900882,100882,706,1294411,Salaried,Honda City (Premium Sedan),1269727,11.62,60,28001,0.26,0.1978,Low Risk (Safe)
900883,100883,707,2647386,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),576548,11.11,36,18905,0.086,0.2103,Low Risk (Safe)
900884,100884,776,2133429,Salaried,Kia Seltos (Mid-Size SUV),1581331,9.8,60,33443,0.188,0.1288,Low Risk (Safe)
900885,100885,760,2231173,Salaried,Kia Seltos (Mid-Size SUV),1574028,9.96,60,33412,0.18,0.1324,Low Risk (Safe)
900886,100886,813,1443855,Salaried,Hyundai Venue (Compact SUV),893574,8.5,60,18333,0.152,0.0934,Low Risk (Safe)
900887,100887,756,1930480,Salaried,Maruti Suzuki Swift (Hatchback),608435,10.3,48,15519,0.096,0.0922,Low Risk (Safe)
900888,100888,713,1318060,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),688176,11.65,60,15186,0.138,0.2335,Low Risk (Safe)
900889,100889,756,3575476,Salaried,Toyota Innova Hycross (Hybrid MPV),2216967,10.23,84,37068,0.124,0.1062,Low Risk (Safe)
900890,100890,779,3800000,Salaried,Mahindra XUV700 (Premium SUV),2130308,9.57,36,68309,0.216,0.1414,Low Risk (Safe)
900891,100891,766,793807,Salaried,Kia Seltos (Mid-Size SUV),1402331,10.46,48,35877,0.542,0.3105,Low Risk (Safe)
900892,100892,752,1314239,Salaried,Honda City (Premium Sedan),1302895,9.69,48,32851,0.3,0.1961,Low Risk (Safe)
900893,100893,778,962133,Salaried,Toyota Innova Hycross (Hybrid MPV),2717876,10.38,48,69429,0.866,0.4669,Medium Risk (Monitor)
900894,100894,782,1532616,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),664218,8.57,60,13649,0.107,0.1855,Low Risk (Safe)
900895,100895,792,2093000,Salaried,Maruti Suzuki Swift (Hatchback),624664,9.02,72,11266,0.065,0.0598,Low Risk (Safe)
900896,100896,759,987266,Salaried,Kia Seltos (Mid-Size SUV),1553836,9.98,84,25779,0.313,0.1993,Low Risk (Safe)
900897,100897,722,1319781,Salaried,Maruti Suzuki Swift (Hatchback),614096,10.23,48,15642,0.142,0.1312,Low Risk (Safe)
900898,100898,736,1261514,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),604088,9.87,60,12796,0.122,0.2146,Low Risk (Safe)
900899,100899,784,2455883,Salaried,Toyota Innova Hycross (Hybrid MPV),2753076,9.16,60,57363,0.28,0.1711,Low Risk (Safe)
900900,100900,693,2276476,Salaried,Tata Nexon EV (Electric SUV),1485260,12.19,60,33181,0.175,0.1614,Low Risk (Safe)
900901,100901,746,1473342,Self-Employed Professional,Honda City (Premium Sedan),1318415,9.67,60,27798,0.226,0.2619,Low Risk (Safe)
900902,100902,712,2415100,Salaried,Mahindra XUV700 (Premium SUV),1888433,12.14,48,49859,0.248,0.1889,Low Risk (Safe)
900903,100903,731,1622252,Salaried,Maruti Suzuki Swift (Hatchback),569874,9.6,60,11996,0.089,0.1005,Low Risk (Safe)
900904,100904,787,1887171,Salaried,Honda City (Premium Sedan),1134317,8.55,60,23299,0.148,0.1036,Low Risk (Safe)
900905,100905,738,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),946919,10.13,72,17604,0.056,0.1807,Low Risk (Safe)
900906,100906,732,3800000,Salaried,Hyundai Venue (Compact SUV),992647,10.04,72,18409,0.058,0.0845,Low Risk (Safe)
900907,100907,668,1072207,Self-Employed Professional,Tata Nexon EV (Electric SUV),1414835,11.53,48,36932,0.413,0.3921,Low Risk (Safe)
900908,100908,763,3458525,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),688617,9.62,36,22097,0.077,0.1794,Low Risk (Safe)
900909,100909,759,3423822,Salaried,Tata Nexon EV (Electric SUV),1248530,10.06,84,20765,0.073,0.0793,Low Risk (Safe)
900910,100910,827,1165260,Salaried,Maruti Suzuki Swift (Hatchback),617512,9.16,60,12866,0.133,0.0773,Low Risk (Safe)
900911,100911,716,3437749,Salaried,Tata Nexon EV (Electric SUV),1315733,12.49,72,26059,0.091,0.1086,Low Risk (Safe)
900912,100912,739,3800000,Self-Employed Professional,Hyundai Venue (Compact SUV),923400,10.26,36,29908,0.094,0.1992,Low Risk (Safe)
900913,100913,741,1181860,Salaried,Kia Seltos (Mid-Size SUV),1337831,10.47,60,28735,0.292,0.1973,Low Risk (Safe)
900914,100914,800,1322948,Salaried,Kia Seltos (Mid-Size SUV),1646446,8.73,60,33962,0.308,0.1775,Low Risk (Safe)
900915,100915,725,3800000,Salaried,Maruti Suzuki Swift (Hatchback),595988,9.79,72,10978,0.035,0.0763,Low Risk (Safe)
900916,100916,742,2544188,Self-Employed Non-Professional,Hyundai Venue (Compact SUV),1027907,9.7,36,33023,0.156,0.2288,Low Risk (Safe)
900917,100917,757,2967741,Salaried,Hyundai Venue (Compact SUV),918696,9.51,48,23084,0.093,0.0903,Low Risk (Safe)
900918,100918,738,2642732,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),710328,9.74,60,15001,0.068,0.1867,Low Risk (Safe)
900919,100919,709,2716575,Salaried,Kia Seltos (Mid-Size SUV),1506420,11.11,72,28758,0.127,0.1299,Low Risk (Safe)
900920,100920,738,1056466,Salaried,Toyota Innova Hycross (Hybrid MPV),2714883,9.73,84,44692,0.508,0.3067,Low Risk (Safe)
900921,100921,778,3800000,Salaried,Maruti Suzuki Swift (Hatchback),563302,10.01,84,9354,0.03,0.0489,Low Risk (Safe)
900922,100922,683,3800000,Salaried,Hyundai Venue (Compact SUV),989612,11.73,84,17326,0.055,0.1061,Low Risk (Safe)
900923,100923,735,1931553,Salaried,Maruti Suzuki Swift (Hatchback),697957,10.19,36,22583,0.14,0.1241,Low Risk (Safe)
900924,100924,698,2139510,Salaried,Mahindra XUV700 (Premium SUV),1789271,11.73,36,59198,0.332,0.2375,Low Risk (Safe)
900925,100925,783,944008,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),576918,8.78,48,14296,0.182,0.2225,Low Risk (Safe)
900926,100926,661,2907604,Self-Employed Professional,Honda City (Premium Sedan),1252371,11.12,60,27304,0.113,0.2454,Low Risk (Safe)
900927,100927,704,3001526,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1639287,11.83,72,31903,0.128,0.2327,Low Risk (Safe)
900928,100928,746,2117602,Salaried,Hyundai Venue (Compact SUV),944325,10.13,72,17556,0.099,0.0984,Low Risk (Safe)
900929,100929,800,3800000,Salaried,Mahindra XUV700 (Premium SUV),1967629,8.83,48,48805,0.154,0.1005,Low Risk (Safe)
900930,100930,727,1823480,Salaried,Honda City (Premium Sedan),1167337,10.35,60,25003,0.165,0.1404,Low Risk (Safe)
900931,100931,705,2989250,Self-Employed Professional,Mahindra XUV700 (Premium SUV),1725363,11.17,84,29696,0.119,0.2277,Low Risk (Safe)
900932,100932,814,1250663,Self-Employed Non-Professional,Maruti Suzuki Swift (Hatchback),684021,8.82,60,14139,0.136,0.1849,Low Risk (Safe)
900933,100933,664,2163085,Salaried,Hyundai Venue (Compact SUV),844266,11.71,48,22112,0.123,0.149,Low Risk (Safe)
900934,100934,631,1990915,Salaried,Kia Seltos (Mid-Size SUV),1534347,13.46,60,35273,0.213,0.2096,Low Risk (Safe)
900935,100935,749,2480372,Salaried,Mahindra XUV700 (Premium SUV),2145723,10.28,60,45886,0.222,0.1585,Low Risk (Safe)
900936,100936,707,1788271,Salaried,Mahindra XUV700 (Premium SUV),1820979,12.35,60,40829,0.274,0.2043,Low Risk (Safe)
900937,100937,684,2038429,Salaried,Kia Seltos (Mid-Size SUV),1545345,11.5,60,33986,0.2,0.1781,Low Risk (Safe)
900938,100938,761,3451522,Self-Employed Professional,Kia Seltos (Mid-Size SUV),1340044,9.7,36,43050,0.15,0.2169,Low Risk (Safe)
900939,100939,740,1723348,Self-Employed Professional,Honda City (Premium Sedan),1306126,9.67,84,21461,0.149,0.2263,Low Risk (Safe)
900940,100940,704,905626,Salaried,Maruti Suzuki Swift (Hatchback),587089,11.08,60,12788,0.169,0.1532,Low Risk (Safe)
900941,100941,672,3800000,Salaried,Tata Nexon EV (Electric SUV),1480364,12.28,60,33139,0.105,0.1363,Low Risk (Safe)
900942,100942,769,3800000,Self-Employed Non-Professional,Toyota Innova Hycross (Hybrid MPV),2349714,10.03,84,39044,0.123,0.1996,Low Risk (Safe)
900943,100943,759,1076532,Salaried,Kia Seltos (Mid-Size SUV),1474686,9.95,48,37366,0.417,0.2513,Low Risk (Safe)
900944,100944,725,3202170,Salaried,Mahindra XUV700 (Premium SUV),2000738,10.08,48,50820,0.19,0.1538,Low Risk (Safe)
900945,100945,813,1661720,Salaried,Maruti Suzuki Swift (Hatchback),588191,8.84,72,10555,0.076,0.0554,Low Risk (Safe)
900946,100946,681,2533007,Salaried,Kia Seltos (Mid-Size SUV),1572073,11.16,48,40753,0.193,0.176,Low Risk (Safe)
900947,100947,661,2576192,Salaried,Toyota Innova Hycross (Hybrid MPV),2350531,11.31,72,45114,0.21,0.1939,Low Risk (Safe)
900948,100948,698,1926230,Self-Employed Professional,Maruti Suzuki Swift (Hatchback),661855,12.46,48,17579,0.11,0.2265,Low Risk (Safe)
